capability,worker_id,first_task_end_ms,last_task_end_ms,active_span_days,task_count,hidden_calibration_exposures,reentry30_count,final_reputation
69,3,1661777390430,1662089221135,3.6091516782407407,7,0,0,0.5
69,5,1661774671999,1661851474185,0.8889141898148148,10,2,0,0.5950000000000001
69,21,1661777237788,1661840957472,0.7374963425925926,10,0,0,0.5
69,23,1661774649458,1661841298403,0.7713998263888889,10,1,0,0.42500000000000004
69,40,1661945179894,1661945179894,0.0,1,0,0,0.5
69,41,1661956564695,1661956774158,0.002424340277777778,4,1,0,0.42500000000000004
69,49,1661774652049,1661826430586,0.5992886226851852,2,0,0,0.5
69,54,1661746966368,1662109103272,4.191399351851852,426,24,0,0.6469815660723074
69,58,1662018944308,1662031308161,0.14310015046296296,10,0,0,0.5
69,63,1661834630821,1662106819375,3.150330486111111,264,12,0,0.5969159324868439
69,64,1661780201825,1661944568121,1.902387685185185,22,1,0,0.55
69,68,1661940703536,1662000204543,0.6886690625,5,0,0,0.5
69,71,1661821529555,1661939658704,1.3672355208333333,8,0,0,0.5
69,81,1661851462838,1662108885220,2.9794257175925924,5,0,0,0.5
69,99,1661780776385,1662106982582,3.7755346875,73,1,0,0.55
69,113,1662011233624,1662028757422,0.20282173611111112,10,0,0,0.5
69,114,1661774182370,1661847268382,0.8459029166666666,10,0,0,0.5
69,126,1661778950914,1662032013718,2.928967638888889,88,6,0,0.6604682500000002
69,128,1661742868164,1662041398941,3.455217326388889,166,6,0,0.7342795000000001
69,150,1661780286699,1662038121153,2.9841950694444446,70,5,0,0.31531315972222224
69,164,1661780684108,1662103883900,3.7407383333333333,128,2,0,0.48250000000000004
69,209,1661774489535,1661953916601,2.0767021527777776,5,0,0,0.5
69,229,1661942568152,1661945382372,0.03257199074074074,10,2,0,0.4658333333333334
69,248,1661921287716,1661955422067,0.39507350694444443,5,0,0,0.5
69,252,1661742595887,1662107371820,4.221943668981481,121,6,0,0.47843109722222227
69,263,1661749896643,1662106606900,4.1285909375,691,22,0,0.5731826536705896
69,272,1661780201825,1662037822548,2.9817213310185187,144,6,0,0.7342795000000001
69,278,1661741607620,1662039939084,3.452910462962963,151,9,0,0.5049821708125002
69,288,1661774568129,1661917618471,1.6556752546296296,40,1,0,0.55
69,294,1661780201825,1662031822554,2.9122769560185184,26,1,0,0.42500000000000004
69,300,1661744224895,1662032586370,3.337517071759259,17,1,0,0.55
69,301,1661819694173,1662106219238,3.316262326388889,21,1,0,0.55
69,302,1661826743523,1661941728558,1.3308453125,10,0,0,0.5
69,314,1661782247566,1662107190587,3.7609145949074074,214,11,0,0.5763128659159377
69,315,1661746515606,1662109203424,4.197775671296296,224,11,0,0.4732766519422396
69,319,1661780776385,1661944858127,1.8990942361111112,20,1,0,0.55
69,325,1661774489535,1662109203424,3.8740033449074076,196,10,0,0.6819996203875003
69,339,1661781914075,1661940083222,1.8306614236111112,3,0,0,0.5
69,350,1661945317487,1662031472604,0.9971657060185185,24,2,0,0.3637500000000001
69,355,1661744939958,1661942568152,2.2873633564814817,88,0,0,0.5
69,365,1661751655631,1662031160022,3.235004525462963,7,0,0,0.5
69,368,1661827815718,1662092406034,3.0623879166666668,225,11,0,0.68912100359875
69,369,1661774260611,1661852439975,0.90485375,3,0,0,0.5
69,372,1661749896643,1662109203424,4.1586432986111115,816,40,0,0.521470935181534
69,375,1661916064072,1662106406762,2.2030403935185183,586,27,0,0.6224153427011764
69,376,1661741607620,1662089221135,4.023304571759259,36,1,0,0.55
69,379,1661750638905,1662031565404,3.2514641087962963,31,2,0,0.5950000000000001
69,380,1661916518828,1662095991878,2.077234375,75,6,0,0.37377767708333337
69,381,1661944275920,1662097116282,1.7689856712962964,91,3,0,0.6355000000000001
69,382,1661749505361,1662109147416,4.1625237847222225,337,11,0,0.6554337785987503
69,384,1662031565404,1662096855651,0.7556741550925926,60,2,0,0.4658333333333334
69,386,1662085994436,1662092888919,0.07979725694444445,10,0,0,0.5
69,388,1661781029610,1662106982582,3.7726038425925927,175,7,0,0.4137369927083334
69,389,1661913284997,1661988549293,0.871114537037037,3,0,0,0.5
69,391,1662028919030,1662098154438,0.8013357407407408,50,3,0,0.51925
69,398,1662073511100,1662099603398,0.3019941898148148,10,0,0,0.5
69,399,1662028423280,1662097785390,0.802802199074074,60,2,0,0.4658333333333334
69,403,1662082839073,1662093752344,0.12631100694444444,80,4,0,0.3656895833333334
69,407,1661819208692,1661836284661,0.19763853009259258,11,1,0,0.42500000000000004
69,408,1661867560479,1662106570802,2.7663231828703703,74,5,0,0.4799820833333333
69,414,1661783913471,1662031633573,2.867130810185185,9,0,0,0.5
69,422,1661853022955,1661955303396,1.183801400462963,15,0,0,0.5
69,424,1662039347740,1662106847159,0.781243275462963,158,6,0,0.4222631458333334
69,425,1662028019252,1662099548673,0.8278868171296296,68,3,0,0.5025833333333334
69,426,1662031533520,1662106672637,0.8696657060185186,410,20,0,0.6644785153249522
69,427,1662084252835,1662088385584,0.04783274305555556,10,1,0,0.55
69,428,1662084252835,1662090841217,0.0762544212962963,40,2,0,0.3637500000000001
69,429,1661900866679,1662099908937,2.303729837962963,49,2,0,0.48250000000000004
69,430,1662029072052,1662099548673,0.8157016319444444,29,3,0,0.51925
69,431,1661922551216,1662033364170,1.282557337962963,44,3,0,0.4273750000000001
69,432,1662029629984,1662106617888,0.8910637037037037,299,17,0,0.5176477793041012
69,433,1661742595887,1662025680770,3.2764454050925926,59,3,0,0.5342500000000001
69,434,1661856416118,1662109203424,2.9257790046296295,371,14,0,0.6594996945430733
69,435,1662028223302,1662106750286,0.9088771296296296,21,1,0,0.42500000000000004
69,436,1662036627342,1662087688534,0.5909860185185185,70,4,0,0.34096273148148154
69,437,1662030447917,1662035287318,0.05601158564814815,49,3,0,0.4273750000000001
69,439,1661749505361,1662101757819,4.076996041666667,405,18,0,0.5410824524902035
69,440,1661744224895,1662109147416,4.223640289351851,253,15,0,0.6203340427468751
69,441,1661746515606,1662109203424,4.197775671296296,2262,106,0,0.4638740895706326
