capability,worker_id,first_task_end_ms,last_task_end_ms,active_span_days,task_count,hidden_calibration_exposures,reentry30_count,final_reputation
56,54,1672020530761,1673845385931,21.121008912037038,13043,630,0,0.4895275818063722
56,64,1671878173419,1673783412971,22.051383703703703,8424,418,0,0.4558172457192692
56,67,1672108479545,1673266839152,13.406939895833334,2121,107,0,0.9753938090906733
56,126,1673088769330,1673324883297,2.7328005439814813,177,13,0,0.7015178581649877
56,128,1672023773192,1673844351227,21.07150503472222,2830,136,0,0.6932691074448822
56,229,1673004736716,1673008388770,0.04226914351851852,76,5,0,0.5820925000000001
56,260,1673003921716,1673005606331,0.019497858796296296,19,2,0,0.4658333333333334
56,263,1671875336016,1673845985145,22.808438993055557,16909,850,0,0.4722226199173907
56,272,1673083808195,1673089095608,0.06119690972222222,22,0,0,0.5
56,301,1673318800737,1673696127684,4.3672100347222225,557,33,0,0.6445602039542447
56,314,1671878169645,1673845256278,22.767206400462964,29482,1490,0,0.2990972976184008
56,315,1671880714320,1673783942077,22.02809903935185,6396,314,0,0.2653940180602872
56,355,1673613140931,1673785185666,1.9912585069444444,1485,62,0,0.47719987754921284
56,368,1672024712057,1673845985145,21.07954962962963,4444,223,0,0.2392549650327488
56,372,1673000147924,1673007325156,0.08306981481481482,200,8,0,0.7847663950000001
56,408,1673170740308,1673176113859,0.062193877314814815,20,2,0,0.5950000000000001
56,422,1673835902787,1673842866924,0.0806034375,58,1,0,0.42500000000000004
56,426,1672049294599,1672052904416,0.04178028935185185,20,0,0,0.5
56,431,1673317836409,1673697555836,4.394900775462963,673,28,0,0.38408591937079956
56,434,1673001399702,1673673760707,7.781956076388889,3023,166,0,0.6384044443648581
56,440,1673001477108,1673267037608,3.073616898148148,3388,187,0,0.4115612623943325
56,624,1673666369742,1673757728827,1.0573968171296297,42,1,0,0.55
56,805,1673672101652,1673843343530,1.9819661805555555,514,22,0,0.6292804422799277
56,806,1673835371917,1673845978008,0.12275568287037036,1350,78,0,0.30856883257626927
56,828,1672048244233,1672052769815,0.052379421296296295,77,5,0,0.704755
56,832,1672026177331,1673843691730,21.03604628472222,997,34,0,0.5532965930461121
56,834,1672126571155,1673783658573,19.179252523148147,7999,398,0,0.837310238088446
56,844,1673084587816,1673674457509,6.8271955208333335,3549,173,0,0.6123527482616238
56,885,1671877963744,1673783463348,22.054393564814816,14832,769,0,0.40232396284668714
56,886,1671875443445,1673783385559,22.082663356481483,102,6,0,0.7342795000000001
56,916,1672047192047,1673757577879,19.796132314814816,1787,96,0,0.7633369816920073
56,940,1672126817822,1672129686273,0.03319966435185185,100,4,0,0.5523250000000001
56,952,1672109921537,1672112674073,0.031858055555555556,24,1,0,0.55
56,954,1673004851537,1673783242658,9.009156493055556,863,48,0,0.30561962050049507
56,965,1673266348515,1673266870361,0.00603988425925926,17,0,0,0.5
56,968,1672024202260,1672130146074,1.2262015509259259,3604,167,0,0.6187361462197003
56,971,1673662818232,1673757080601,1.0909996412037037,908,47,0,0.2919663078044313
56,990,1672050130870,1673780695555,20.029683854166667,2185,112,0,0.6256657800963291
56,1014,1671880152477,1673845348851,22.745328402777776,18131,924,0,0.7499342641599407
56,1016,1673664419184,1673673865871,0.10933665509259259,401,24,0,0.5209488541002909
56,1120,1672107381730,1673266857313,13.419856284722222,1424,58,0,0.5299747381524607
56,1138,1671879101845,1673844629740,22.74916545138889,22497,1113,0,0.4569750171358398
56,1139,1672052709972,1673844144911,20.73420068287037,4971,240,0,0.7190839306909603
56,1147,1673602814580,1673843191659,2.7821421180555554,300,14,0,0.8856160377251953
56,1171,1671878016039,1673846336194,22.781483275462964,20429,996,0,0.5628440111609407
56,1180,1672122399032,1673843665268,19.92206291666667,641,31,0,0.438841575858402
56,1184,1672020466349,1673266314757,14.419541759259259,370,10,0,0.5905594762208336
56,1330,1672225626727,1673783388938,18.029655219907408,437,24,0,0.6527629261715695
