capability,worker_id,first_task_end_ms,last_task_end_ms,active_span_days,task_count,hidden_calibration_exposures,reentry30_count,final_reputation
53,23,1656059368657,1656169189866,1.2710788078703703,111,3,0,0.39709722222222227
53,47,1655957376121,1655959012283,0.018937060185185185,3,0,0,0.5
53,49,1672977142849,1672977142849,0.0,1,0,0,0.5
53,54,1655901599276,1667887004778,138.71997108796296,19505,932,1,0.6668772392184975
53,56,1665307085959,1667900198759,30.01287962962963,6791,326,0,0.22789895633560558
53,57,1655896270862,1655963206923,0.7747229282407407,14672,750,0,0.8842388699194739
53,59,1655896270862,1655963206923,0.7747229282407407,11232,555,0,0.8842385828853511
53,61,1655896270862,1655963206923,0.7747229282407407,11185,579,0,0.8842388694930797
53,64,1655954900369,1667741475103,136.41868905092593,3422,186,1,0.404328028046729
53,67,1655953033829,1656169664967,2.507304837962963,694,27,0,0.20388931048835562
53,68,1656059274056,1656144656324,0.9882206944444445,674,36,0,0.33601119305600735
53,69,1655953639996,1655961641063,0.09260494212962964,140,7,0,0.4564286593750001
53,74,1656083521642,1665754008162,111.92692731481482,773,28,1,0.6557177794429517
53,77,1655909153285,1655909247167,0.0010865972222222223,51,1,0,0.55
53,80,1655902887817,1667895785192,138.80668258101852,17534,891,1,0.40584403387400275
53,91,1655897635941,1667581082737,135.2250786574074,2882,151,1,0.5488942076982571
53,99,1655947560629,1667578859305,134.6215124537037,1324,62,1,0.4537789281210639
53,105,1655897028056,1655963206923,0.7659591087962963,10007,518,0,0.8797896580272863
53,110,1655902249987,1656169664967,3.095080787037037,386,16,0,0.2060713689351761
53,113,1656060559041,1656169181926,1.2572093171296297,184,9,0,0.33626060502256955
53,114,1656059927281,1672977142849,195.80110611111112,66,1,1,0.55
53,126,1655958002882,1667525604817,133.8842816550926,133,3,1,0.5025833333333334
53,128,1655901395140,1667521132410,134.48769988425926,275,12,1,0.3975539415690805
53,153,1667039604682,1667131980470,1.069164212962963,14,1,0,0.42500000000000004
53,160,1655902779115,1656169664967,3.08895662037037,1371,54,0,0.7382295211264676
53,161,1655959797805,1655962995802,0.037013854166666665,106,4,0,0.48463750000000005
53,164,1655946379863,1667534194117,134.1182205324074,579,28,1,0.5268627753477301
53,217,1672977142849,1672977142849,0.0,1,0,0,0.5
53,246,1656144593660,1656144656324,0.0007252777777777778,13,2,0,0.4658333333333334
53,248,1655901190522,1655963206148,0.717773449074074,1846,92,0,0.2282212942252489
53,252,1655896270862,1667460896342,133.84983194444445,9213,500,1,0.545518183645013
53,263,1655901894970,1667900489408,138.8726208101852,23325,1183,1,0.5089958876354466
53,272,1665308750498,1667527208080,25.67659238425926,967,46,0,0.47108823272956285
53,278,1656059053499,1666873423589,125.1663204861111,100,6,1,0.7342795000000001
53,282,1655896270862,1655963206923,0.7747229282407407,6105,332,0,0.8796986586952885
53,294,1656057993647,1665739614102,112.05579230324074,70,2,1,0.48250000000000004
53,297,1656064274951,1656083860930,0.22668957175925927,9,0,0,0.5
53,300,1656165041593,1656167006318,0.022739872685185184,6,1,0,0.42500000000000004
53,301,1665562493548,1666927976134,15.804196597222223,128,5,0,0.6105925
53,302,1665629813728,1667405050091,20.54671716435185,101,9,0,0.5592600833125001
53,303,1656162887825,1656169664967,0.07843914351851852,70,5,0,0.34559093750000003
53,314,1665308439210,1667900075935,29.99579542824074,10569,524,0,0.548221150473402
53,315,1665311169363,1667900489408,29.968982002314814,16186,833,0,0.5079208089880477
53,325,1665368888513,1667557936616,25.336204895833333,199,6,0,0.5042922083333334
53,331,1672977142849,1672977142849,0.0,1,0,0,0.5
53,337,1665307250284,1667576701718,26.26679900462963,4096,219,0,0.5360295230795457
53,355,1665402143963,1667900592922,28.91723332175926,11841,568,0,0.41076924767164885
53,368,1665555345492,1667900038760,27.137653564814816,4495,233,0,0.3779817554838924
53,372,1666702668129,1666960993987,2.9898826157407408,82,5,0,0.3765886805555556
53,382,1665306680688,1667581277357,26.326350335648147,2354,111,0,0.38240816689869006
53,383,1666869904861,1666869904861,0.0,1,0,0,0.5
53,408,1665473274955,1667543374822,23.959489201388887,7,1,0,0.55
53,422,1665315076542,1667825095621,29.051146747685184,817,34,0,0.4017482275676231
53,424,1665458279643,1667567150187,24.408223888888887,360,13,0,0.30854261410394407
53,425,1666839761787,1666926069256,0.9989290393518518,15,1,0,0.55
53,426,1667520504154,1667551191847,0.35518163194444446,3,0,0,0.5
53,429,1666862789584,1666933862910,0.8226079398148148,12,1,0,0.55
53,432,1666841523076,1666860225301,0.2164609375,4,1,0,0.55
53,434,1666840964576,1667899571156,12.252390972222223,90,2,0,0.5950000000000001
53,436,1666840276344,1666866304686,0.30125395833333335,13,1,0,0.55
53,439,1665307746583,1667877675648,29.744549363425925,7396,382,0,0.5164385675387345
53,440,1665308793145,1667539411514,25.817342233796296,3421,183,0,0.4018359978350915
53,441,1665312837104,1667600666201,26.4795034375,9396,458,0,0.19306229279248524
53,452,1665309456957,1667810591700,28.948318784722222,2469,138,0,0.3012810297058938
53,456,1665307819452,1667550428873,25.95612755787037,1697,80,0,0.2982676829815481
53,458,1665597015929,1665718153640,1.4020568402777778,118,2,0,0.48250000000000004
53,459,1665576346198,1665680391548,1.204228587962963,13,0,0,0.5
53,463,1667208181272,1667285968109,0.9003106134259259,108,7,0,0.3331512373070989
53,465,1666865491633,1666956489454,1.0532155208333334,11,0,0,0.5
53,466,1665307187545,1667513239882,25.533013159722223,75,0,0,0.5
53,467,1666839749176,1667098110015,2.990287488425926,30,2,0,0.48250000000000004
53,468,1666839654994,1666926840974,1.0090969907407408,7,0,0,0.5
53,471,1666862589111,1667890680316,11.899203761574075,15,2,0,0.48250000000000004
53,475,1666838718533,1666862044103,0.269971875,13,0,0,0.5
53,483,1666685495661,1667836567075,13.322585810185185,2014,105,0,0.3259908778234543
53,485,1666862812453,1666955583180,1.0737352662037036,6,0,0,0.5
53,598,1666862870910,1667893152185,11.92455179398148,60,3,0,0.51925
53,617,1665307975080,1667461666139,24.926979849537037,68,3,0,0.39709722222222227
53,624,1665308632567,1667566538775,26.133173703703704,588,27,0,0.5080734507018941
53,626,1667875971548,1667880826869,0.05619584490740741,10,0,0,0.5
53,631,1665623460645,1666957924066,15.445178483796296,74,2,0,0.3637500000000001
53,650,1665459809830,1667112949112,19.13355650462963,15,3,0,0.3137291666666668
53,657,1665320628199,1667530202360,25.573775011574075,94,8,0,0.5775291887500001
53,667,1665554537793,1667887998471,27.007646736111113,58,2,0,0.4658333333333334
53,668,1666863755808,1666926691682,0.7284244675925926,13,0,0,0.5
53,673,1665365212384,1667532062096,25.079279074074073,865,59,0,0.37181107397878277
53,676,1665308421664,1667517410518,25.567000625,184,10,0,0.37708982992897383
53,683,1666832619120,1667349641612,5.98405662037037,33,2,0,0.5950000000000001
53,691,1666786155174,1667004483781,2.5269514699074076,5,0,0,0.5
53,692,1666775771251,1667216144913,5.096917384259259,94,6,0,0.2650945588348766
53,695,1666699868267,1666882587436,2.114805196759259,6,0,0,0.5
53,735,1666767746448,1667858817824,12.628140925925926,235,15,0,0.6932607403762658
53,753,1665308213253,1667461527460,24.922618136574073,98,5,0,0.5820925000000001
53,765,1666929881868,1666929995520,0.0013154166666666668,2,0,0,0.5
53,766,1667222712725,1667285899130,0.7313241319444445,52,3,0,0.6355000000000001
53,768,1666883157533,1666932440321,0.5704026388888889,11,1,0,0.55
53,769,1666920220754,1667002793874,0.9557074074074074,31,0,0,0.5
53,771,1665308063815,1667539984601,25.83241650462963,492,28,0,0.48093960858742724
53,773,1665567921978,1666929578712,15.759915902777777,280,6,0,0.6373832500000002
53,774,1665308659485,1667461752256,24.920055219907407,118,5,0,0.4541209722222223
53,780,1665564300156,1665741471448,2.0505936574074073,60,2,0,0.4658333333333334
53,783,1666839669291,1667894281193,12.206156273148148,9,0,0,0.5
53,785,1666840234616,1666904336938,0.7419250231481481,9,0,0,0.5
53,796,1666931453697,1667128902043,2.285281782407407,13,1,0,0.55
53,797,1666963100449,1666963100449,0.0,1,0,0,0.5
53,805,1665310980847,1667831657541,29.174498773148148,1779,93,0,0.4222732665084403
53,806,1666839834253,1667096071876,2.9657132291666666,19,1,0,0.55
53,811,1667187706487,1667707859174,6.020285729166667,123,6,0,0.4086520347222222
53,812,1667388356925,1667440176902,0.5997682523148148,166,9,0,0.7027258892500002
53,821,1665310225345,1667523456845,25.616105324074073,254,12,0,0.31869358971610046
53,824,1665327466858,1667530938503,25.503144039351852,350,14,0,0.4560294059894546
53,827,1665306680688,1667883171860,29.820499675925927,1209,61,0,0.4512609797744293
